FilmID,Title,ReleaseDate,DirectorID,StudioID,CountryID,LanguageID,GenreID,RunTimeMinutes,CertificateID,BudgetDollars,BoxOfficeDollars,OscarNominations,OscarWins
1,Jurassic Park,11-06-1993,4,41,241,1,8,126,2,63000000,1029939903,3,3
2,Spider-Man,03-05-2002,11,53,241,1,4,121,4,140000000,821708551,2,0
3,King Kong,14-12-2005,12,42,167,1,8,187,4,207000000,550500000,4,3
5,Superman Returns,14-07-2006,14,43,241,1,4,154,4,204000000,391081192,1,0
6,Titanic,23-01-1998,15,4,241,1,6,194,3,200000000,2186772302,14,11
7,Evan Almighty,22-06-2007,16,44,241,1,7,96,2,175000000,173418781,0,0
8,Waterworld,28-07-1995,17,45,241,1,8,135,3,175000000,264218220,1,0
9,Pearl Harbor,21-05-2001,18,7,241,1,5,183,3,140000000,449220945,4,1
10,Transformers,03-07-2007,18,46,241,1,3,144,4,150000000,709709780,3,0
11,Harry Potter and the Order of the Phoenix,11-07-2007,19,47,240,1,12,138,4,150000000,939885929,0,0
12,Beowulf,16-11-2007,20,48,241,1,12,115,4,150000000,196393745,0,0
13,Bee Movie,02-11-2007,21,8,241,1,11,91,1,150000000,287594577,0,0
14,Pirates of the Caribbean: At World's End,25-05-2007,22,3,241,1,8,168,4,300000000,963420425,2,0
15,I Am Legend,14-12-2007,23,49,241,1,10,100,5,150000000,585349010,0,0
16,Ratatouille,22-06-2007,24,3,241,1,11,111,1,150000000,623722818,5,1
17,Troy,14-05-2004,25,50,241,1,8,162,5,175000000,497409852,1,0
18,Harry Potter and the Goblet of Fire,06-11-2005,26,47,240,1,12,156,4,150000000,896911078,1,0
19,Batman Begins,15-06-2005,27,43,241,1,4,141,4,150000000,374218673,1,0
20,Charlie and the Chocolate Factory,15-07-2005,28,49,241,1,12,115,2,150000000,474968763,1,0
21,Pirates of the Caribbean: Dead Man's Chest,06-07-2006,22,3,241,1,8,151,4,225000000,1066179725,4,1
22,Die Another Day,20-11-2002,29,51,240,1,9,133,4,142000000,431971116,0,0
23,Lethal Weapon 4,10-07-1998,30,52,241,1,4,127,5,100000000,285444603,0,0
24,Armageddon,01-07-1998,18,7,241,1,3,151,3,140000000,553709788,4,0
25,Men in Black II,03-07-2002,31,41,241,1,3,89,2,140000000,441818803,0,0
26,Spider-Man 3,04-05-2007,11,53,241,1,4,139,4,258000000,890871626,0,0
27,Spider-Man 2,30-06-2004,11,53,241,1,4,127,4,200000000,783766341,3,1
28,Stealth,05-08-2005,32,54,241,1,4,121,4,135000000,76932872,0,0
29,Final Fantasy: The Spirits Within,03-08-2001,33,55,241,1,11,106,2,137000000,85131830,0,0
30,Miami Vice,28-07-2006,34,1,241,1,9,134,5,135000000,163794509,0,0
31,The World Is Not Enough,26-11-1999,35,51,240,1,9,128,3,135000000,361832400,0,0
32,Master and Commander: The Far Side of the World,14-11-2003,36,4,241,1,8,138,4,150000000,212011111,10,2
33,War of the Worlds,29-06-2005,4,41,241,1,3,116,4,132000000,591745540,3,0
34,The Bourne Ultimatum,17-08-2007,37,56,241,1,9,115,4,110000000,442824138,3,3
35,Harry Potter and the Prisoner of Azkaban,31-05-2004,38,47,240,1,12,141,2,130000000,796688549,2,0
36,The Matrix Reloaded,15-05-2003,39,49,241,1,3,138,5,150000000,742128461,0,0
37,The Da Vinci Code,19-05-2006,40,20,241,1,18,146,4,125000000,758239851,0,0
38,Harry Potter and the Philosopher's Stone,16-11-2001,41,47,240,1,12,152,2,125000000,974800000,3,0
39,The Day After Tomorrow,26-05-2004,42,57,241,1,9,124,4,125000000,542772402,0,0
40,Pirates of the Caribbean: Curse of the Black Pearl,09-07-2003,22,3,241,1,8,135,3,140000000,654264015,5,0
41,The Last Samurai,05-12-2003,43,58,241,1,8,154,5,140000000,456758981,4,0
42,The Perfect Storm,30-06-2000,25,6,241,1,8,130,3,120000000,328718434,2,0
43,Mission: Impossible III,04-05-2006,44,59,241,1,9,125,4,150000000,397850012,0,0
44,Mission: Impossible II,24-05-2000,45,59,241,1,9,123,5,125000000,546388105,0,0
45,Windtalkers,30-08-2002,45,60,241,1,5,134,5,115000000,77628265,0,0
46,Star Wars: Episode II - Attack of the Clones,16-05-2002,7,13,241,1,3,142,2,115000000,649400000,1,0
47,"Monsters, Inc.",08-02-2002,46,10,241,1,11,92,1,115000000,562800000,4,1
48,Star Wars: Episode I - The Phantom Menace,19-05-1999,7,13,241,1,3,133,1,115000000,1027000000,3,0
49,Star Wars: Episode III - Revenge of the Sith,19-05-2005,7,13,241,1,3,140,4,113000000,848800000,1,0
50,The Matrix Revolutions,05-11-2003,39,49,241,1,3,129,5,150000000,427343298,0,0
51,Tomorrow Never Dies,12-12-1997,47,51,240,1,9,119,3,110000000,333011068,0,0
52,Ocean's Eleven,15-02-2002,48,61,241,1,14,117,3,85000000,450717150,0,0
53,Live Free or Die Hard,27-06-2007,49,62,241,1,4,130,5,110000000,383500000,0,0
54,Around the World in 80 Days,16-06-2004,50,63,241,1,8,120,2,110000000,72178895,0,0
55,Kingdom of Heaven,06-05-2005,51,64,241,1,8,144,5,130000000,211398413,0,0
56,Mr. & Mrs. Smith,10-06-2005,52,65,241,1,4,120,5,110000000,478336279,0,0
57,The Aviator,25-12-2004,9,66,241,1,19,170,4,110000000,214608827,11,5
58,Ali,25-12-2001,34,67,241,1,19,157,5,107000000,87713825,0,0
59,The Lord of the Rings: Fellowship of the Ring,19-12-2001,12,42,167,1,12,178,2,93000000,871530324,13,4
60,"I, Robot",15-07-2004,53,68,241,1,3,115,4,120000000,347234916,1,0
61,Casino Royale,14-11-2006,54,51,240,1,9,144,4,150000000,599000000,0,0
62,Minority Report,04-07-2002,4,41,241,1,3,145,3,102000000,358300000,1,0
63,Terminator 2: Judgement Day,16-08-1991,15,15,241,1,3,136,5,100000000,516816151,4,6
64,Catwoman,13-08-2004,55,49,241,1,4,104,4,100000000,82102379,0,0
65,Harry Potter and the Chamber of Secrets,15-11-2002,41,47,240,1,12,155,2,100000000,878979634,0,0
66,American Gangster,16-11-2007,51,20,241,1,19,158,6,100000000,266465037,2,0
67,Blood Diamond,08-12-2006,43,69,241,1,8,143,5,100000000,171407179,5,0
68,Gladiator,05-05-2000,51,64,241,1,8,155,5,103000000,457600000,12,5
69,True Lies,15-07-1994,15,70,241,1,9,141,5,100000000,378882411,1,0
70,Gangs of New York,20-12-2002,9,7,241,1,2,160,6,97000000,193772504,10,0
71,Black Hawk Down,18-01-2002,51,19,241,1,5,144,5,92000000,172989651,4,2
72,The Fifth Element,07-05-1997,56,18,79,1,3,127,2,90000000,263920180,1,0
73,The Lord of the Rings: Return of the King,17-12-2003,12,42,167,1,12,201,4,94000000,1119929521,11,11
74,The Lord of the Rings: The Two Towers,18-12-2002,12,42,167,1,12,179,4,94000000,926047111,6,2
75,Rush Hour 3,10-08-2007,57,71,241,1,17,91,4,140000000,258022233,0,0
76,Rush Hour 2,03-08-2001,57,14,241,1,17,90,3,90000000,347425832,0,0
77,Men in Black,02-07-1997,31,41,241,1,3,98,2,90000000,589390539,3,1
78,The Departed,06-10-2006,9,6,241,1,9,151,6,90000000,289847354,5,4
79,Die Hard: With A Vengeance,18-08-1995,58,72,241,1,4,131,5,90000000,366101666,0,0
80,Cinderella Man,09-09-2005,40,20,241,1,2,144,4,88000000,108539911,3,0
81,The Bourne Supremacy,23-07-2004,37,56,241,1,9,108,4,75000000,288500000,0,0
82,Last Action Hero,30-07-1993,58,5,241,1,4,130,5,85000000,137298489,0,0
83,Cast Away,12-01-2001,20,9,241,1,2,143,3,85000000,427230516,2,0
84,Ocean's Twelve,04-02-2005,48,61,241,1,14,125,4,110000000,362744280,0,0
85,Click,29-09-2006,50,19,241,1,7,107,4,82500000,237681299,1,0
86,Bruce Almighty,23-05-2003,16,44,241,1,7,101,4,81000000,484592874,0,0
87,Mission: Impossible,22-05-1996,59,59,241,1,9,110,2,80000000,457696359,0,0
88,Deep Impact,08-05-1998,60,8,241,1,3,121,3,80000000,349464664,0,0
89,Road to Perdition,12-07-2002,61,73,241,1,14,117,5,80000000,181000000,6,1
90,A Beautiful Mind,21-12-2001,40,20,241,1,2,135,3,58000000,313542341,8,4
91,Children of Men,22-09-2006,38,74,241,1,3,109,5,76000000,69900000,3,0
92,Munich,23-12-2005,4,41,241,1,2,163,5,77000000,130358911,5,0
93,Independence Day,02-07-1996,42,57,241,1,3,145,3,75000000,817400891,2,1
94,X-Men,18-08-2000,14,4,241,1,4,104,3,75000000,296339527,0,0
95,X2,02-05-2003,14,4,241,1,4,134,4,110000000,407711549,0,0
96,The Rock,07-06-1996,18,75,241,1,9,136,5,75000000,335100000,1,0
97,Constantine,18-02-2005,23,49,241,1,9,121,5,100000000,230884728,0,0
98,Unbreakable,29-12-2000,62,7,241,1,2,106,3,75000000,248118121,0,0
99,Talladega Nights: The Ballad of Ricky Bobby,15-09-2006,63,76,241,1,7,108,4,72500000,162966177,0,0
100,The Simpsons Movie,25-07-2007,64,77,241,1,11,87,2,72000000,527000000,0,0
101,Braveheart,24-05-1995,65,25,241,1,13,177,5,72000000,210409945,10,5
102,Jarhead,13-01-2006,61,1,241,1,5,125,5,72000000,96889998,0,0
103,The Village,20-08-2004,62,7,241,1,9,108,4,60000000,256697520,1,0
104,Shrek the Third,18-05-2007,66,8,241,1,11,93,1,160000000,799000000,0,0
105,Shrek 2,19-05-2004,67,8,241,1,11,93,1,150000000,919838758,2,0
106,The Abyss,09-08-1989,15,70,241,1,3,140,5,70000000,90000098,4,1
107,Star Trek: Insurrection,11-12-1998,68,2,241,1,3,103,2,58000000,112587658,0,0
108,Who Framed Roger Rabbit?,22-06-1988,20,7,241,1,7,103,2,70000000,329800000,6,4
109,Sleepy Hollow,19-11-1999,28,78,241,1,10,105,5,100000000,206071502,3,1
110,xXx,09-08-2002,32,19,241,1,4,124,5,70000000,277448382,0,0
111,Die Hard 2,04-07-1990,69,52,241,1,4,124,5,70000000,240031094,0,0
112,The Long Kiss Goodnight,29-11-1996,69,14,241,1,4,120,6,65000000,89456761,0,0
113,Apollo 13,30-06-1995,40,20,241,1,13,140,2,52000000,355237933,9,2
114,Saving Private Ryan,24-07-1998,4,41,241,1,5,170,5,70000000,481840909,11,5
115,Fight Club,15-10-1999,70,79,241,1,9,139,6,63000000,100900000,1,0
116,The Matrix,11-06-1999,39,49,241,1,3,136,5,65000000,463500000,4,4
117,Total Recall,01-06-1990,72,15,241,1,3,113,6,60000000,261300000,2,1
118,Cliffhanger,25-06-1993,69,15,241,1,4,113,5,65000000,255325036,3,0
119,Clear and Present Danger,03-08-1994,73,2,241,1,9,141,3,62000000,215887717,2,0
120,GoldenEye,24-11-1995,54,51,240,1,9,130,3,58000000,352194034,0,0
121,The Black Dahlia,15-09-2006,59,80,241,1,14,122,5,50000000,49332692,1,0
122,The Truman Show,05-06-1998,36,81,241,1,2,103,2,60000000,264118201,3,0
123,Event Horizon,15-08-1997,74,2,241,1,3,96,6,60000000,47073851,0,0
124,The Bourne Identity,14-06-2002,52,56,241,1,9,118,4,60000000,214034224,0,0
125,Hellboy,02-04-2004,71,19,241,1,4,122,4,66000000,99318987,0,0
126,Starsky & Hutch,19-03-2004,75,82,241,1,7,101,5,60000000,170268750,0,0
127,Intolerable Cruelty,10-10-2003,5,20,241,1,7,100,4,60000000,120217409,0,0
128,300,23-03-2007,76,43,241,1,8,117,5,65000000,456000000,0,0
129,Star Trek: Nemesis,03-01-2003,77,2,241,1,3,116,4,60000000,67312826,0,0
130,Superman,10-12-1978,30,83,241,1,8,143,2,55000000,300218018,3,0
131,Crimson Tide,12-05-1995,78,75,241,1,9,116,5,53000000,157387195,3,0
132,Deja Vu,22-11-2006,78,7,241,1,9,126,4,75000000,180557550,0,0
133,Man On Fire,21-04-2004,78,65,241,1,9,146,6,70000000,130293714,0,0
134,Enemy of the State,26-12-1998,78,7,241,1,9,132,5,90000000,250649836,0,0
135,Kill Bill: Vol. 1,17-10-2003,79,84,241,1,17,111,6,30000000,180900000,0,0
136,Alien 3,22-05-1992,70,85,241,1,3,115,6,55000000,159800000,1,0
137,Shanghai Noon,26-05-2000,80,7,241,1,17,110,3,55000000,99274467,0,0
138,Kill Bill: Vol. 2,23-04-2004,79,84,241,1,17,136,6,30000000,152159461,0,0
139,Blade II,22-03-2002,71,14,241,1,4,116,6,50000000,155010032,0,0
140,Flags of our Fathers,20-10-2006,10,2,241,1,5,132,5,55000000,65900249,2,0
141,Casino,23-02-1996,9,1,241,1,14,178,6,50000000,116112375,1,0
142,Robin Hood: Prince of Thieves,14-06-1991,17,21,241,1,8,155,2,48000000,390493908,1,0
143,Shrek,18-05-2001,67,86,241,1,11,90,1,60000000,484409218,2,1
144,Shanghai Knights,07-02-2003,81,7,241,1,17,114,4,50000000,88323487,0,0
145,Indiana Jones and the Last Crusade,24-05-1989,4,13,241,1,8,127,2,48000000,474200000,3,1
146,Star Trek: First Contact,22-11-1996,68,2,241,1,3,111,3,45000000,146027888,1,0
147,Blade,21-08-1998,82,14,241,1,12,120,6,40000000,131183530,0,0
148,Patriot Games,05-06-1992,73,2,241,1,9,117,5,45000000,178051587,0,0
149,The Fugitive,06-08-1993,83,6,241,1,9,130,3,44000000,368875760,7,1
150,The Prestige,20-10-2006,27,7,241,1,18,130,4,40000000,109700000,2,0
151,The Last of the Mohicans,25-09-1992,34,21,241,1,8,112,3,40000000,75505856,1,1
152,Apocalypto,08-12-2006,65,7,241,8,8,138,6,40000000,120600000,3,0
153,Wedding Crashers,15-07-2005,81,87,241,1,7,119,5,40000000,285176741,0,0
154,Back to the Future Part III,25-05-1990,20,41,241,1,3,118,2,40000000,244500000,0,0
155,Back to the Future Part II,22-11-1989,20,41,241,1,3,108,2,40000000,331900000,1,0
156,Licence to Kill,13-06-1989,84,51,240,1,9,133,5,32000000,156000000,0,0
157,The Living Daylights,27-06-1987,84,51,240,1,9,131,2,40000000,191200000,0,0
158,Sin City,01-04-2005,85,23,241,1,14,124,6,40000000,158800000,0,0
159,Serenity,07-10-2005,86,1,241,1,3,119,5,39000000,38869464,0,0
160,Star Trek: Generations,18-11-1994,87,2,241,1,3,118,2,35000000,118071125,0,0
161,Never Say Never Again,07-10-1983,88,88,241,1,9,134,2,36000000,160000000,0,0
162,Star Trek: The Motion Picture,07-12-1979,89,2,241,1,3,132,1,46000000,139000000,3,0
163,Rush Hour,04-12-1998,57,71,241,1,4,97,5,33000000,244386864,0,0
164,Lethal Weapon 3,14-08-1992,30,52,241,1,4,118,5,35000000,321731527,0,0
165,Star Wars: Episode VI - Return of the Jedi,25-05-1983,90,13,241,1,3,132,1,42700000,475100000,4,0
166,A History of Violence,23-09-2005,91,14,241,1,2,96,6,32000000,60740827,2,0
167,Moonraker,29-06-1979,92,51,240,1,9,126,2,34000000,210300000,1,0
168,Get Shorty,20-10-1995,31,89,241,1,14,105,5,30250000,115101622,0,0
169,The Assassination of Jesse James by the Coward Robert Ford,21-09-2007,93,90,241,1,1,159,5,30000000,15000000,2,0
170,Million Dollar Baby,14-01-2005,10,91,241,1,22,132,4,30000000,216800000,7,4
171,Seven,22-09-1995,70,14,241,1,9,127,6,33000000,327300000,1,0
172,The Hunt For Red October,02-03-1990,58,92,241,1,9,134,2,30000000,200512643,3,1
173,Ghostbusters,07-06-1984,94,93,241,1,7,107,2,30000000,295200000,2,0
174,Star Trek V: The Final Frontier,09-06-1989,95,2,241,1,3,106,2,33000000,63000000,0,0
175,Indiana Jones and the Temple of Doom,23-05-1984,4,13,241,1,8,118,3,28170000,333107271,2,1
176,Blade Runner,25-06-1982,51,94,241,1,3,116,5,28000000,33800000,2,0
177,Die Hard,15-07-1988,58,52,241,1,4,132,5,28000000,140700000,4,0
178,For Your Eyes Only,24-06-1981,84,51,240,1,9,127,2,28000000,194900000,1,0
179,Octopussy,06-06-1983,84,51,241,1,9,131,2,27500000,183700000,0,0
180,Star Trek VI: The Undiscovered Country,06-12-1991,96,2,241,1,3,113,2,27000000,96888996,2,0
181,The Running Man,13-11-1987,97,95,241,1,3,101,6,27000000,38122105,0,0
182,Open Range,15-08-2003,98,7,241,1,1,139,4,22000000,68296293,0,0
183,Kindergarten Cop,01-02-1991,94,20,241,1,7,111,5,15000000,201957688,0,0
184,"O Brother, Where Art Thou?",15-09-2000,5,7,241,1,7,107,3,26000000,71900000,2,0
185,Goodfellas,19-09-1990,9,6,241,1,14,146,6,25000000,46800000,6,1
186,The Passion of the Christ,26-03-2004,65,25,241,7,2,126,6,30000000,611900000,3,0
187,The Untouchables,03-06-1987,59,2,241,1,14,119,5,25000000,106240936,4,1
188,Schindler's List,15-12-1993,4,41,241,1,13,197,5,22000000,321200000,12,7
189,Anchorman: The Legend of Ron Burgundy,10-09-2004,63,76,241,1,7,95,4,26000000,90600000,0,0
190,Scarface,09-12-1983,59,1,241,1,14,170,6,25000000,65900000,0,0
191,Star Trek IV: The Voyage Home,26-11-1986,99,2,241,1,3,122,2,21000000,133000000,4,0
192,King Kong,17-12-1976,100,96,241,1,8,134,2,24000000,90614445,2,0
193,Star Wars: Episode V - The Empire Strikes Back,21-05-1980,88,13,241,1,3,124,1,33000000,538400000,4,2
194,Gandhi,02-12-1982,101,97,240,1,19,188,2,22000000,52767889,11,8
195,Equilibrium,06-12-2002,102,23,241,1,3,107,5,20000000,5345000,0,0
196,From Dusk Till Dawn,19-01-1996,103,23,241,1,10,108,6,20000000,25728961,0,0
197,Raiders of the Lost Ark,12-06-1981,4,13,241,1,8,115,2,18000000,389900000,9,5
199,Back to the Future,03-07-1985,20,41,241,1,3,116,2,19000000,392000000,4,1
200,Dances with Wolves,19-10-1990,98,27,241,1,1,180,5,2000000,424208848,12,7
201,Star Trek III: The Search For Spock,01-06-1984,99,2,241,1,3,105,2,16000000,87000000,0,0
202,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,02-11-2006,104,28,240,1,7,84,5,18000000,261600000,1,0
203,Raging Bull,14-11-1980,9,22,241,1,22,129,6,18000000,23400000,8,2
204,Aliens,18-07-1986,15,85,241,1,3,137,6,18000000,183300000,7,2
205,Hero,24-10-2002,105,29,48,5,17,99,4,31000000,177394432,1,0
206,Hot Fuzz,14-02-2007,106,30,240,1,7,121,5,12000000,80700000,0,0
207,Leon,14-09-1994,56,18,79,1,9,110,6,16000000,45284974,0,0
208,High Plains Drifter,22-08-1973,10,31,241,1,1,105,6,5500000,15700000,0,0
209,Collateral,06-08-2004,34,2,241,1,9,120,5,65000000,217800000,2,0
210,American Beauty,08-09-1999,61,98,241,1,2,122,6,15000000,356296601,8,5
211,Lethal Weapon,06-03-1987,30,52,241,1,4,110,6,15000000,120207127,1,0
212,Lethal Weapon 2,07-07-1989,30,52,241,1,4,114,5,25000000,227853986,1,0
213,"Crouching Tiger, Hidden Dragon",06-07-2000,8,99,48,5,17,120,3,17000000,213525736,10,4
214,Brokeback Mountain,09-12-2005,8,100,241,1,2,134,5,14000000,178000000,8,3
215,Hulk,20-06-2003,8,1,241,1,4,138,4,137000000,245300000,0,0
216,Sense and Sensibility,13-12-1995,8,5,240,1,6,136,1,16000000,134993774,7,1
217,Ride with the Devil,26-11-1999,8,1,241,1,1,138,5,38000000,635096,0,0
218,Twins,09-12-1988,94,1,241,1,7,105,2,18000000,216614388,0,0
219,28 Days Later,01-11-2002,108,32,240,1,10,113,6,8000000,82719885,0,0
220,The Beach,11-02-2000,108,4,240,1,2,115,5,50000000,144000000,0,0
221,Trainspotting,23-02-1996,108,33,240,1,2,93,6,3100000,72000000,1,0
222,The Spy Who Loved Me,07-07-1977,92,51,240,1,9,125,2,14000000,185400000,3,0
223,Downfall,16-09-2004,109,101,257,4,5,155,5,13500000,72649179,1,0
224,Letters from Iwo Jima,09-12-2006,10,8,241,6,5,141,5,19000000,68673228,4,1
225,Star Trek II: The Wrath of Khan,04-06-1982,96,2,241,1,3,113,3,11200000,97000000,0,0
226,House of Flying Daggers,19-05-2004,105,99,48,5,17,119,5,12000000,92863945,1,0
227,Das Boot,17-09-1981,25,35,257,4,5,149,5,12000000,84970337,6,0
228,Casino Royale,28-04-1967,124,5,240,1,9,131,1,12000000,41700000,1,0
229,Star Wars: Episode IV: A New Hope,25-05-1977,7,13,241,1,3,121,1,11000000,775400000,11,7
230,E.T.: The Extra-Terrestrial,11-06-1982,4,41,241,1,3,115,1,10500000,792900000,9,4
231,Amelie,25-04-2001,111,102,79,3,7,123,5,10000000,173921954,5,0
232,You Only Live Twice,12-06-1967,92,51,241,1,9,117,2,10300000,111000000,0,0
233,Thunderball,09-12-1965,112,51,240,1,9,130,2,9000000,141200000,1,1
234,Alien,25-05-1979,51,85,241,1,3,117,6,11000000,203600000,2,1
236,On Her Majesty's Secret Service,18-12-1969,113,51,240,1,9,140,2,7000000,64600000,0,0
237,Pulp Fiction,14-10-1994,79,84,241,1,14,154,6,8500000,213900000,7,1
238,Rumble in the Bronx,21-01-1995,114,103,265,2,17,106,5,7500000,32392047,0,0
239,Diamonds are Forever,14-12-1971,115,51,240,1,9,120,2,7200000,116000000,1,0
240,Fargo,08-03-1996,5,104,241,1,14,98,6,7000000,60611975,7,2
241,Live and Let Die,27-06-1973,115,51,240,1,9,121,2,7000000,126400000,1,0
242,The Man with the Golden Gun,19-12-1974,115,51,240,1,9,125,2,7000000,98500000,0,0
243,"Good Night, and Good Luck",07-10-2005,116,105,241,1,2,93,2,7000000,56500000,6,0
244,Pale Rider,26-06-1985,10,31,241,1,1,116,5,6900000,41410568,0,0
245,The Terminator,26-10-1984,15,106,241,1,3,108,5,6400000,78400000,0,0
246,Around the World in 80 Days,17-10-1956,117,22,241,1,8,183,1,6000000,42000000,8,5
249,The Usual Suspects,25-08-1995,14,107,241,1,14,106,6,6000000,23300000,2,2
250,Memento,05-09-2000,27,108,241,1,9,113,5,9000000,39700000,2,0
251,Shaun of the Dead,09-04-2004,106,30,240,1,7,99,5,6000000,30000000,0,0
252,Four Weddings and a Funeral,13-05-1994,26,33,240,1,6,117,5,4500000,257700832,2,0
253,Night Watch,08-07-2004,119,109,258,9,12,114,5,4200000,33899078,0,0
254,Goldfinger,17-09-1964,115,51,241,1,9,110,2,3000000,124900000,1,1
255,The Lives of Others,23-03-2006,120,36,257,4,2,137,5,2000000,77356942,1,1
256,From Russia with Love,10-10-1963,112,51,240,1,9,115,2,2000000,78900000,0,0
257,Reservoir Dogs,23-10-1992,79,110,241,1,14,99,6,1200000,22000000,0,0
258,Dr. No,05-10-1962,112,51,240,1,9,109,2,1100000,59500000,0,0
259,King Kong,07-04-1933,121,37,241,1,8,100,2,672000,2847000,0,0
260,Seven Samurai,26-04-1954,122,38,118,6,4,207,2,2000000,4500000,2,0
261,Super Size Me,10-09-2004,123,111,241,1,24,98,4,65000,29529368,1,0
262,Kagemusha,26-04-1980,122,38,118,6,2,180,2,7500000,26000000,2,0
263,Ran,31-05-1985,122,112,118,6,2,162,5,12000000,15000000,4,1
264,Sunshine,06-04-2007,108,113,240,1,3,107,5,40000000,32017803,0,0
265,Once Were Warriors,14-04-1995,29,114,167,1,2,102,6,1000000,1608570,0,0
266,Flushed Away,03-11-2006,125,115,240,1,11,85,2,149000000,178120010,0,0
267,Indiana Jones and the Kingdom of the Crystal Skull,22-05-2008,4,13,241,1,8,122,4,185000000,786600000,0,0
270,Transformers: Age of Extinction,27-06-2014,18,46,241,1,3,165,4,210000000,1091000000,0,0
271,The Hobbit: The Battle of the Five Armies,01-12-2014,12,14,167,1,12,174,4,250000000,955100000,1,0
272,Guardians of the Galaxy,01-08-2014,128,53,241,1,3,122,4,195900000,774200000,2,0
273,Maleficent,28-05-2014,130,3,241,1,12,98,2,180000000,758400000,1,0
274,X-Men: Days of Future Past,22-05-2014,14,53,241,1,4,131,4,200000000,748100000,0,0
275,Captain America: The Winter Soldier,04-04-2014,132,53,241,1,4,136,4,170000000,714400000,1,0
276,The Hunger Games: Mockingjay Part 1,10-11-2014,23,120,241,1,8,123,4,125000000,755400000,0,0
277,The Amazing Spider-Man 2,10-04-2014,135,53,241,1,4,141,4,255000000,709000000,0,0
278,Dawn of the Planet of the Apes,11-07-2014,137,123,241,1,4,130,4,170000000,710600000,1,0
279,Interstellar,07-11-2014,27,43,241,1,3,169,4,165000000,675100000,5,1
280,Frozen,27-11-2013,139,3,241,1,11,102,2,150000000,1276000000,2,2
281,Iron Man 3,03-05-2013,140,53,241,1,4,130,4,200000000,1215000000,1,0
282,Despicable Me 2,03-07-2013,141,124,241,1,11,98,1,76000000,970800000,2,0
283,The Hobbit: The Desolation of Smaug,13-12-2013,12,42,167,1,12,161,4,225000000,958400000,3,0
284,The Hunger Games: Catching Fire,11-11-2013,23,120,241,1,8,146,4,130000000,865000000,0,0
285,Fast & Furious 6,07-05-2013,142,54,241,1,4,130,4,160000000,788700000,0,0
286,Monsters University,21-06-2013,143,10,241,1,11,104,1,200000000,743600000,0,0
287,Gravity,04-10-2013,38,47,241,1,3,91,4,100000000,723200000,10,7
288,Man of Steel,14-06-2013,76,43,241,1,4,143,4,225000000,668000000,0,0
289,Thor: The Dark World,22-10-2013,144,53,241,1,4,112,4,170000000,644600000,0,0
290,The Avengers,04-05-2012,86,53,241,1,4,143,4,220000000,1520000000,1,0
291,Skyfall,26-10-2012,61,51,240,1,9,143,4,150000000,1109000000,5,2
292,The Dark Knight Rises,20-07-2012,27,43,241,1,4,165,4,230000000,1085000000,0,0
293,The Hobbit: An Unexpected Journey,14-12-2012,12,42,167,1,12,169,4,200000000,1021000000,3,0
294,Ice Age: Continental Drift,27-06-2012,149,4,241,1,11,88,1,95000000,877200000,0,0
295,The Twilight Saga: Breaking Dawn - Part 2,16-11-2012,150,108,241,1,28,115,4,120000000,829700000,0,0
296,The Amazing Spider-Man,03-07-2012,135,53,241,1,4,136,4,230000000,757900000,0,0
297,Madagascar 3: Europe's Most Wanted,08-06-2012,151,8,241,1,11,93,2,145000000,746900000,0,0
298,The Hunger Games,23-03-2012,152,120,241,1,3,142,4,78000000,694400000,0,0
299,Men in Black 3,25-05-2012,31,41,241,1,3,106,2,215000000,624000000,0,0
300,Harry Potter and the Deathly Hallows - Part 2,15-07-2011,19,47,240,1,12,130,4,250000000,1342000000,3,0
301,Transformers: Dark of the Moon,29-06-2011,18,46,241,1,3,157,4,195000000,1124000000,3,0
302,Pirates of the Caribbean: On Stranger Tides,20-05-2011,153,3,241,1,8,137,4,378500000,1046000000,0,0
303,The Twilight Saga: Breaking Dawn - Part 1,18-11-2011,150,125,241,1,28,117,4,110000000,712200000,0,0
304,Mission: Impossible - Ghost Protocol,16-12-2011,24,126,241,1,9,133,4,145000000,694700000,0,0
305,Kung Fu Panda 2,26-05-2011,154,8,241,1,11,90,2,150000000,665700000,1,0
306,Fast Five,29-04-2011,142,54,241,1,4,130,4,125000000,626100000,0,0
307,The Hangover Part II,26-05-2011,75,43,241,1,7,102,5,80000000,586800000,0,0
308,The Smurfs,29-07-2011,155,127,241,1,11,103,1,110000000,563700000,0,0
309,Cars 2,24-06-2011,156,10,241,1,11,106,1,200000000,559900000,0,0
310,Toy Story 3,18-06-2010,157,10,241,1,11,103,1,200000000,1063000000,5,2
311,Alice in Wonderland,25-02-2010,28,3,240,1,12,108,2,150000000,1025000000,3,2
312,Harry Potter and the Deathly Hallows - Part 1,19-11-2010,19,47,240,1,12,146,4,250000000,960300000,2,0
313,Inception,16-07-2010,27,43,241,1,3,148,4,160000000,825500000,8,4
314,Shrek Forever After,21-05-2010,158,8,241,1,11,93,1,135000000,753000000,0,0
315,The Twilight Saga: Eclipse,30-06-2010,159,125,241,1,28,123,4,68000000,698500000,0,0
316,Iron Man 2,07-05-2010,160,53,241,1,4,125,4,200000000,623900000,1,0
317,Tangled,24-11-2010,161,3,241,1,11,100,2,260000000,591800000,1,0
